molecule_chembl_id,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,bioactivity_class,pIC50
CHEMBL377037,CCCC(CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,373.4930000000003,3.0839000000000008,3.0,3.0,active,5.522878745280337
CHEMBL378050,CCCC(CC1(C(=O)N[C@H](C)c2ccccc2)CCCC1)C(=O)O,331.4560000000002,4.315200000000004,2.0,2.0,active,5.522878745280337
CHEMBL212065,CCCC(CC1(C(=O)NC2(CO)CCCC2)CCCC1)C(=O)O,325.449,2.8591000000000006,3.0,3.0,active,5.522878745280337
CHEMBL209493,CCCC(CC1(C(=O)Nc2nnc(C)s2)CCCC1)C(=O)O,325.4340000000001,3.2364200000000016,2.0,5.0,active,5.522878745280337
CHEMBL386053,CCCC(CC1(C(=O)NCc2ccc3c(c2)OCO3)CCCC1)C(=O)O,361.4380000000002,3.4829000000000017,2.0,4.0,active,5.522878745280337
CHEMBL211471,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],223.296,1.9437,0.0,2.0,active,7.375717904164332
CHEMBL212162,Cc1cc2c(cc1CN1CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC1)OCO2,436.5020000000002,4.909120000000004,0.0,4.0,active,5.872344580224793
CHEMBL209863,Cc1nc2ccccn2c(=O)c1CCN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,474.5550000000001,4.230820000000004,0.0,5.0,active,5.494348158769009
CHEMBL427232,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCC3)CC2)cc1,385.5020000000002,3.7676000000000025,0.0,3.0,active,7.67778070526608
CHEMBL211520,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCCC3)CC2)cc1,399.5290000000003,4.157700000000004,0.0,3.0,active,6.898596649444669
CHEMBL380050,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCOCC3)CC2)cc1,401.50100000000026,3.0040000000000013,0.0,4.0,active,6.546375926408549
CHEMBL384563,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NC=O,327.81500000000005,3.1909,2.0,3.0,active,7.008773924307505
CHEMBL415799,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2N,299.80500000000006,3.4036,2.0,3.0,active,6.647817481888637
CHEMBL386541,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(C)(=O)=O,377.8970000000001,2.9941000000000004,2.0,4.0,active,7.392544976785332
CHEMBL219262,COc1cc(C(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,407.4700000000003,3.8963000000000014,2.0,6.0,active,6.413412695328245
CHEMBL445846,COc1cc(CCC(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,492.5760000000004,3.331500000000002,3.0,7.0,active,7.39040559077478
CHEMBL219911,COc1cc(CCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,435.52400000000034,4.215300000000004,2.0,6.0,active,6.437707135543525
CHEMBL219063,COc1cc(C(=O)NCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,492.5760000000004,3.792700000000002,3.0,7.0,active,6.617982957425132
CHEMBL266045,COc1cc(C(=O)NCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,478.5490000000004,3.4026000000000014,3.0,7.0,active,7.049635145623877
CHEMBL385269,COc1cc(C(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,464.5220000000004,3.012500000000001,3.0,7.0,active,7.287350298372789
CHEMBL374184,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,393.48700000000025,3.945700000000003,2.0,6.0,active,6.978810700930062
CHEMBL218940,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3,393.48700000000025,3.945700000000003,2.0,6.0,active,7.236572006437063
CHEMBL436302,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3,393.48700000000025,3.945700000000003,2.0,6.0,active,6.6307841425898575
CHEMBL219406,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3,377.4880000000002,4.245520000000004,2.0,5.0,active,6.772113295386326
CHEMBL219405,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3,408.45800000000025,3.8453000000000026,2.0,7.0,active,6.510041520575165
CHEMBL220294,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3,408.45800000000025,3.8453000000000026,2.0,7.0,active,6.718966632752273
CHEMBL219400,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1[N+](=O)[O-])CCCC3,408.45800000000025,3.8453000000000026,2.0,7.0,active,6.471083299722345
CHEMBL219172,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(F)cc1)CCCC3,381.4510000000002,4.076200000000003,2.0,5.0,active,6.714442690992226
CHEMBL218939,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3,363.4610000000002,3.937100000000002,2.0,5.0,active,6.913640169325252
CHEMBL266084,COc1ccc2[nH]c3c(c2c1)CCNC3,202.257,1.8222,2.0,2.0,inactive,5.0
CHEMBL221811,COc1ccc2[nH]c3c(c2c1)CCNC3C,216.284,2.3832000000000004,2.0,2.0,inactive,5.0
CHEMBL80619,COc1ccc2[nH]c3cnccc3c2c1,198.225,2.7247000000000003,1.0,2.0,inactive,5.0
CHEMBL221794,COc1ccc2c(c1)c1ccncc1n2C,212.252,2.7351,0.0,3.0,inactive,5.0
CHEMBL278193,COc1ccc2[nH]c3c(C)nccc3c2c1,212.252,3.033120000000001,1.0,2.0,inactive,5.0
CHEMBL376011,Oc1ccc2[nH]c3cnccc3c2c1,184.198,2.4217000000000004,2.0,2.0,inactive,5.0
CHEMBL373674,Cn1c2ccc(O)cc2c2ccncc21,198.225,2.4321,1.0,3.0,inactive,5.0
CHEMBL376012,Cc1nccc2c1[nH]c1ccc(O)cc12,198.225,2.7301200000000003,2.0,2.0,inactive,5.0
CHEMBL220849,Cc1nccc2c3cc(O)ccc3n(C)c12,212.252,2.740520000000001,1.0,3.0,inactive,5.0
CHEMBL220959,COc1ccc2c(c1)c1cc[n+](C)c(C)c1n2C,241.314,2.47302,0.0,2.0,inactive,5.0
CHEMBL441868,Cc1c2c(cc[n+]1C)c1cc(O)ccc1n2C,227.287,2.17002,1.0,2.0,active,5.721246399047171
CHEMBL375862,Cc1c2[nH]c3ccc(O)cc3c2cc[n+]1C,213.26,2.1596199999999994,2.0,1.0,active,6.0
CHEMBL373651,Cn1c2ccc(O)cc2c2cc[n+](C)cc21,213.26,1.8616,1.0,2.0,active,5.7447274948966935
CHEMBL220905,C[n+]1ccc2c(c1)[nH]c1ccc(O)cc12,199.233,1.8512,2.0,1.0,active,5.376750709602099
CHEMBL374729,COc1ccc2[nH]c3c(C)[n+](C)ccc3c2c1,227.287,2.4626200000000003,1.0,1.0,active,6.096910013008056
CHEMBL385778,COc1ccc2c(c1)c1cc[n+](C)cc1n2C,227.287,2.1646,0.0,2.0,active,5.886056647693163
CHEMBL376434,COc1ccc2[nH]c3c[n+](C)ccc3c2c1,213.26,2.1542000000000003,1.0,1.0,active,5.657577319177793
CHEMBL375077,COc1ccc2c(c1)c1ccnc(C)c1n2C,226.279,3.043520000000001,0.0,3.0,inactive,4.928117992693875
CHEMBL71851,COc1cc2ccc(=O)oc2cc1O,192.17,1.5071999999999997,1.0,4.0,inactive,3.773142429711276
CHEMBL225610,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,373.4520000000001,4.847100000000005,0.0,4.0,active,5.571865205971212
CHEMBL390083,COc1ccccc1CN(C)CCCOc1ccc2c(=O)c3ccccc3oc2c1,403.4780000000001,4.855700000000005,0.0,5.0,active,5.468521082957745
CHEMBL376327,C[C@H]1C=C2N3CC[C@@H](O)C24[C@H](CC(=O)[C@H]4C[C@H](O)C3)C1,277.36400000000003,0.9328999999999998,2.0,4.0,inactive,4.554395796726403
CHEMBL229334,CC1=C[C@H]2[C@H](O)C(=O)[C@H]3CCCN4CCC[C@H]2[C@]34C1,261.36499999999995,1.757,1.0,3.0,inactive,4.777283528852417
CHEMBL244624,CN(Cc1ccccc1)Cc1ccc(-c2cc3cc(N)ccc3oc2=O)cc1,370.45200000000006,4.674200000000003,1.0,4.0,active,6.55129368009492
CHEMBL396247,COc1cc2cc(-c3ccc(CN(CCO)Cc4ccccc4)cc3)c(=O)oc2cc1OC,445.51500000000016,4.471700000000004,1.0,6.0,active,7.30715308072277
CHEMBL244837,COc1cc2oc3cc(CN(C)Cc4ccccc4)ccc3c(=O)c2cc1OC,389.45100000000014,4.595400000000004,0.0,5.0,inactive,4.518557371497695
CHEMBL392324,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(Br)cc1,363.299,4.6928000000000045,0.0,2.0,active,7.154901959985743
CHEMBL415675,CCCCC1=NC2(CCCC2)C(=O)N1CC(=O)c1ccc(Cl)cc1,346.85799999999995,4.266400000000004,0.0,3.0,active,6.543026986364183
CHEMBL241011,CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc2c(cc1C)OCO2,342.43900000000014,3.9674200000000033,0.0,4.0,active,6.635449004646028
CHEMBL240793,CCCCC1=NC2(CCCC2)C(=O)N1CCN1C(=O)c2ccccc2C1=O,367.44900000000007,3.0263000000000018,0.0,4.0,active,6.636764195516306
CHEMBL240792,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc([N+](=O)[O-])cc1,329.40000000000003,3.8385000000000025,0.0,4.0,active,6.8683813356508745
CHEMBL398406,CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc(OC)c(OC)cc1Br,423.3510000000001,4.710000000000004,0.0,4.0,active,7.0835460514500745
CHEMBL238063,CC[C@H](C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1,497.7680000000003,4.921900000000004,2.0,5.0,active,5.359717370303319
CHEMBL238062,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1,483.7410000000002,4.531800000000004,2.0,5.0,active,5.507518989871123
CHEMBL237870,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC[C@@H]5N=C(C(C)C)OC[C@]54C)C[C@H]3C(=O)C[C@]12C,470.6980000000003,4.782700000000004,2.0,5.0,active,6.286509456906058
CHEMBL391918,CC1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,456.67100000000033,4.488800000000004,1.0,5.0,active,5.280502983389418
CHEMBL238994,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCC(O)CC1,382.33800000000014,3.848200000000003,1.0,5.0,inactive,4.301029995663981
CHEMBL241548,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCCCC1,366.33900000000017,4.877400000000003,0.0,4.0,inactive,4.301029995663981
CHEMBL397168,CC1CN(C(=O)Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)CC(C)O1,396.36500000000007,4.500700000000005,0.0,5.0,inactive,4.301029995663981
CHEMBL237189,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCOCC1,368.31100000000015,3.723700000000002,0.0,5.0,inactive,4.301029995663981
CHEMBL238293,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCCC1,352.3120000000001,4.487300000000003,0.0,4.0,inactive,4.301029995663981
CHEMBL238257,CC(C)N(C)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,354.328,4.731700000000004,0.0,4.0,inactive,4.301029995663981
CHEMBL236173,O=C(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)N1CCCC1,353.2050000000001,4.775300000000003,0.0,4.0,inactive,4.301029995663981
CHEMBL397160,O=C(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)N1CCOCC1,369.2040000000002,4.011700000000003,0.0,5.0,inactive,4.301029995663981
CHEMBL239207,CN(C)C(=O)Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1,327.16700000000003,4.241100000000003,0.0,4.0,inactive,4.301029995663981
CHEMBL251077,CC(=O)O[C@@H]1[C@@H](O)C=C2CCN3Cc4cc5c(cc4[C@H]1[C@@H]23)OCO5,329.35200000000003,1.3194,1.0,6.0,active,6.017728766960431
CHEMBL402484,COc1cc2c(cc1OC)-c1cccc3c1N(CC3)C2,267.328,3.246900000000002,0.0,3.0,active,5.412289034981089
CHEMBL1524,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,273.332,1.5473,2.0,4.0,active,7.0
CHEMBL251076,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31[C@H](O)CN(C)C2,303.3580000000001,0.8211,2.0,5.0,active,5.045275209020937
CHEMBL409610,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31[C@H](O)CN(C)C2,303.3580000000001,0.8211,2.0,5.0,active,5.79317412396815
CHEMBL401114,CO[C@@H]1C=C[C@@]23c4cc5c(cc4CN(C[C@@H]2O)[C@H]3C1)OCO5,301.34200000000004,1.1866999999999996,1.0,5.0,inactive,3.344861565188618
CHEMBL400092,O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1O)[C@@H]23)OCO5,287.3150000000001,0.7485999999999999,2.0,5.0,inactive,3.8096683018297086
CHEMBL250688,COc1cc2c(c(OC)c1OC)C(=O)O[C@]21[C@H](O)[C@@H](O)C=C2CCN(C)[C@H]21,377.39300000000014,0.4439999999999999,2.0,8.0,inactive,3.94692155651658
CHEMBL252723,COc1cc2c(cc1OC)[C@]1(OC2=O)[C@H](O)[C@@H](O)C=C2CCN(C)[C@H]21,347.36700000000013,0.4353999999999998,2.0,7.0,active,5.634512015109101
CHEMBL1523,Oc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,259.305,1.2050999999999998,3.0,4.0,active,5.844663962534939
CHEMBL479291,[O-]c1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,265.268,1.6389,0.0,3.0,active,5.414539270491499
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.331,4.435000000000003,1.0,2.0,inactive,5.0
CHEMBL255231,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,272.348,2.347200000000001,1.0,3.0,inactive,4.280668713016273
CHEMBL255230,C#CCN[C@@H]1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,320.8200000000001,3.3907000000000025,1.0,3.0,inactive,4.357535479757878
CHEMBL109018,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O,314.7680000000001,4.642240000000003,0.0,3.0,active,5.4698003017969175
CHEMBL269865,O=C(CO[N+](=O)[O-])NCCCNc1c2c(nc3ccccc13)CCCC2,358.3980000000002,2.2401,2.0,6.0,active,7.549750891680639
CHEMBL271385,CC(C)(C)C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2,353.51000000000016,4.468000000000004,2.0,3.0,active,7.665546248849069
CHEMBL271746,CC(C)(CO[N+](=O)[O-])C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2,414.50600000000026,3.6564000000000014,2.0,6.0,active,6.645891560852599
CHEMBL270349,CC(C)(CO[N+](=O)[O-])C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,400.4790000000002,3.266300000000002,2.0,6.0,active,7.158015195409886
CHEMBL260964,O=C(CO/N=[N+](\[O-])N1CCCC1)NCCCCNc1c2c(nc3ccccc13)CCCC2,440.5480000000002,3.3268000000000013,2.0,6.0,active,7.294992040666664
CHEMBL273051,O=C(CO/N=[N+](\[O-])N1CCCC1)NCCCNc1c2c(nc3ccccc13)CCCC2,426.5210000000002,2.9367,2.0,6.0,active,7.449771646944906
CHEMBL260308,O=[N+]([O-])OCCCCCCNCCCCNc1c2c(nc3ccccc13)CCCC2,414.5500000000002,4.664000000000004,2.0,6.0,active,7.742321425130815
CHEMBL407320,O=[N+]([O-])OCCCNCCCCNc1c2c(nc3ccccc13)CCCC2,372.46900000000016,3.4937000000000022,2.0,6.0,active,8.2518119729938
CHEMBL277984,O=[N+]([O-])OCCNCCCCNc1c2c(nc3ccccc13)CCCC2,358.4420000000002,3.103600000000001,2.0,6.0,active,7.954677021213342
CHEMBL261384,O=[N+]([O-])OCCCCCCNCCCNc1c2c(nc3ccccc13)CCCC2,400.5230000000002,4.273900000000004,2.0,6.0,active,8.200659450546418
